DANCe,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,BTmag,e_BTmag,VTmag,e_VTmag,rmag,e_rmag,gmag,e_gmag,imag,e_imag,Y,err_Y,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Pmb,Teff,e_Teff,Lbol,e_Lbol
J035330.18+274818.4,58.375739722222214,27.80510583333333,10.6,2.5,-7.3,2.6,12.433,0.208,11.962,0.192,11.756,0.0090,12.266,0.016,11.451,0.026,,,10.483,0.022,10.199,0.027,10.1,0.02,AAA,10.059,0.023,10.074,0.02,9.954,0.05,,,0.0,0,0,,
J035331.75+243211.3,58.38228777777777,24.53646111111111,-4.5,1.6,-7.9,1.8,13.054,0.319,11.658,0.142,12.113,0.1,12.436,0.055,11.93,0.05,,,11.061,0.021,10.807,0.029,10.73,0.02,AAA,10.692,0.023,10.714,0.021,10.667,0.094,,,0.0,0,0,,
J035331.92+272403.0,58.38298777777777,27.40082861111111,15.2,2.2,-11.5,2.5,12.385,0.198,11.524,0.12,11.107,0.021,11.886,0.017,10.721,0.054,,,9.566,0.022,9.082,0.031,8.98,0.019,AAA,8.906,0.023,8.974,0.022,8.802,0.026,8.253,0.256,0.0,0,0,,
J035332.02+265518.2,58.383421388888884,26.92173083333333,13.5,1.7,-2.7,1.7,11.15,0.067,10.654,0.068,10.477,0.047,,,,,,,9.893,0.022,9.848,0.031,9.816,0.021,AAA,9.793,0.023,9.824,0.021,9.771,0.048,8.273,0.276,0.0,0,0,,
J035332.01+254347.7,58.383374999999994,25.729913888888884,-6.5,1.3,-22.9,1.2,8.121,0.016,7.863,0.012,,,,,,,,,7.349,0.023,7.299,0.031,7.276,0.02,AAA,7.273,0.031,7.265,0.022,7.24,0.016,6.989,0.093,0.0,0,0,,
J035332.61+292926.8,58.38587388888888,29.490788611111107,79.5,2.9,-36.9,3.0,13.895,0.486,11.807,0.179,11.842,0.1,12.735,0.033,11.493,0.039,,,10.317,0.022,9.859,0.031,9.699,0.023,AAA,9.618,0.024,9.685,0.02,9.671,0.043,,,0.0,0,0,,
J035333.25+271806.1,58.38854388888888,27.301705277777774,-10.1,1.9,-17.4,2.0,12.84,0.291,11.495,0.123,10.982,0.1,11.654,0.014,10.702,0.066,,,9.717,0.023,9.314,0.03,9.257,0.02,AAA,9.21,0.023,9.255,0.021,9.194,0.032,,,0.0,0,0,,
J035334.04+264313.1,58.39184499999999,26.720309444444442,2.0,2.5,-1.0,2.7,12.665,0.252,12.177,0.213,11.881,0.0,,,,,,,10.608,0.022,10.269,0.03,10.143,0.02,AAA,10.114,0.023,10.151,0.022,10.04,0.056,,,0.0,0,0,,
J035334.13+292440.9,58.39220166666666,29.411360277777774,5.1,2.9,-15.3,3.0,13.36,0.41,11.653,0.15,10.948,0.148,11.899,0.04,10.363,0.035,,,8.879,0.024,8.261,0.034,8.119,0.02,AAA,8.015,0.023,8.132,0.019,8.047,0.021,8.289,0.284,0.0,0,0,,
J035334.45+244001.1,58.39354583333333,24.66698305555555,-0.1,1.6,-6.6,1.7,11.012,0.058,10.596,0.056,10.495,0.0050,,,,,,,9.68,0.022,9.512,0.032,9.447,0.02,AAA,9.441,0.023,9.466,0.019,9.501,0.041,,,0.0,0,0,,
J035334.48+254058.4,58.39365888888888,25.682883888888885,23.0,0.9,-33.7,0.8,6.476,0.014,6.363,0.01,,,,,,,,,6.005,0.032,5.964,0.034,5.922,0.016,AAA,5.886,0.049,5.837,0.026,5.952,0.015,5.87,0.04,0.0016,0,0,,
J035334.69+215007.7,58.39453416666666,21.83547833333333,5.3,1.9,-5.1,2.3,12.726,0.258,12.882,0.3,12.128,0.015,12.463,0.022,11.938,0.037,,,11.13,0.021,10.895,0.027,10.803,0.018,AAA,10.669,0.023,10.691,0.021,10.635,0.089,,,0.0,0,0,,
J035334.75+203107.1,58.39479833333333,20.518651111111108,2.0,1.4,-8.1,1.6,12.802,0.291,11.298,0.105,10.54,0.1,11.521,0.046,10.019,0.017,,,8.618,0.032,7.999,0.018,7.837,0.018,AAA,7.771,0.024,7.867,0.021,7.759,0.017,7.593,0.134,0.0,0,0,,
J035334.87+224112.1,58.39530222222221,22.686705277777776,-4.6,1.2,-4.2,1.3,11.341,0.071,10.947,0.074,10.999,0.1,11.055,0.014,10.955,0.029,,,10.354,0.021,10.31,0.02,10.27,0.019,AAA,10.214,0.024,10.253,0.022,10.262,0.07,,,0.0,0,0,,
J035335.41+281234.0,58.397544722222214,28.20944722222222,-2.9,2.3,-1.0,2.3,11.752,0.09,11.101,0.086,10.873,0.1,11.296,0.0040,10.676,0.01,,,9.835,0.022,9.567,0.026,9.502,0.024,AAA,9.425,0.023,9.469,0.019,9.527,0.041,,,0.0,0,0,,
J035335.90+204524.4,58.39957999999999,20.756765555555553,33.1,1.3,-27.7,1.4,11.963,0.124,11.34,0.108,10.951,0.1,11.446,0.037,10.66,0.03,,,9.74,0.024,9.348,0.02,9.267,0.017,AAA,9.206,0.023,9.248,0.019,9.261,0.038,,,0.0,0,0,,
J035336.59+251201.4,58.40247583333333,25.20038194444444,-5.7,1.0,-5.0,1.0,10.843,0.048,9.746,0.028,9.306,0.1,,,,,,,7.903,0.023,7.498,0.051,7.368,0.017,AAA,7.284,0.029,7.347,0.019,7.309,0.018,7.413,0.137,0.0,0,0,,
J035336.81+220558.4,58.403368055555546,22.09956361111111,-10.3,1.3,-10.4,1.4,11.877,0.108,11.149,0.094,10.97,0.1,11.321,0.021,10.806,0.044,,,10.02,0.022,9.814,0.022,9.73,0.017,AAA,9.7,0.024,9.729,0.02,9.737,0.046,,,0.0,0,0,,
J035337.02+275935.6,58.404258055555545,27.993210555555553,15.5,1.9,-34.6,1.9,10.514,0.038,9.936,0.034,9.833,0.016,10.277,0.071,9.714,0.019,,,9.0,0.021,8.821,0.034,8.768,0.019,AAA,8.735,0.023,8.753,0.021,8.708,0.025,8.655,0.391,0.0,0,0,,
J035337.36+251353.8,58.40567527777777,25.23160083333333,-7.2,3.4,-4.3,3.4,12.149,0.154,12.39,0.255,12.52,0.1,,,,,,,11.63,0.022,11.449,0.033,11.361,0.021,AAA,11.336,0.024,11.368,0.023,11.747,0.257,,,0.0,0,0,,
J035337.75+280853.2,58.40727749999999,28.148112499999996,102.6,1.3,-11.0,1.2,8.922,0.019,7.965,0.012,,,,,,,,,6.322,0.021,5.913,0.046,5.821,0.017,AAA,,,,,,,,,0.0,0,0,,
J035338.17+255048.1,58.409052222222215,25.846708055555553,11.2,1.9,-9.5,1.9,12.06,0.137,10.751,0.065,10.278,0.1,11.197,0.029,9.908,0.0080,,,8.637,0.024,8.165,0.051,7.966,0.021,AAA,7.887,0.024,7.969,0.02,7.935,0.023,8.256,0.348,0.0,0,0,,
J035338.77+291359.3,58.4115336111111,29.23315194444444,30.9,2.5,-23.3,2.7,12.959,0.315,12.792,0.312,12.349,0.1,12.634,0.03,11.879,0.032,,,10.874,0.023,10.545,0.029,10.501,0.022,AAA,10.425,0.024,10.475,0.021,10.526,0.083,,,0.0,0,0,,
J035338.99+220458.7,58.41247249999999,22.08297083333333,0.0,1.6,-3.3,1.9,12.844,0.28,12.087,0.201,12.338,0.1,12.67,0.026,12.143,0.029,,,11.35,0.022,11.133,0.023,11.046,0.018,AAA,11.004,0.023,11.017,0.021,10.9,0.116,,,0.0,0,0,,
J035339.49+282523.7,58.41452111111111,28.42324472222222,5.1,4.0,3.0,4.0,13.654,0.435,12.03,0.203,11.902,0.054,12.756,0.016,11.51,0.012,,,10.264,0.022,9.716,0.032,9.605,0.019,AAA,9.499,0.023,9.598,0.022,9.604,0.041,,,0.0,0,0,,
J035339.79+292007.9,58.41580527777777,29.335519166666664,0.5,3.0,-15.1,3.1,14.22,0.589,11.893,0.194,12.327,0.136,12.714,0.029,11.976,0.059,,,10.99,0.023,10.701,0.028,10.623,0.023,AAA,10.548,0.023,10.571,0.02,10.641,0.093,,,0.0,0,0,,
J035339.96+193150.4,58.4165011111111,19.530653888888885,-0.4,1.3,-5.1,1.3,11.417,0.073,10.797,0.067,10.746,0.012,10.915,0.032,10.69,0.16,,,9.895,0.025,9.782,0.028,9.7,0.025,AAA,9.596,0.023,9.599,0.02,9.695,0.048,,,0.0,0,0,,
J035342.60+253400.1,58.4275111111111,25.56668472222222,-9.9,1.8,-1.1,1.9,11.488,0.077,10.847,0.07,10.754,0.019,,,,,,,9.806,0.023,9.585,0.03,9.518,0.02,AAA,9.481,0.024,9.503,0.021,9.556,0.039,8.515,0.341,0.0,0,0,,
J035342.93+260059.4,58.428864166666656,26.016501388888887,1.3,1.9,2.5,2.0,12.175,0.156,11.156,0.091,,,,,,,,,9.209,0.023,8.685,0.027,8.593,0.02,AAA,8.524,0.023,8.592,0.022,8.55,0.025,8.857,0.461,0.0,0,0,,
J035343.96+201159.3,58.43316805555555,20.199796666666664,0.4,1.1,0.2,1.2,11.85,0.101,10.447,0.048,9.821,0.1,,,,,,,8.206,0.026,7.666,0.02,7.546,0.016,AAA,7.451,0.024,7.504,0.02,7.482,0.017,7.405,0.115,0.0,0,0,,
J035344.76+281839.8,58.436493333333324,28.31104583333333,-19.8,1.7,23.5,1.7,10.772,0.045,10.281,0.042,10.06,0.052,10.459,0.023,9.926,0.012,,,9.157,0.022,8.926,0.028,8.905,0.022,AAA,8.803,0.023,8.864,0.019,8.926,0.029,,,0.0,0,0,,
J035345.25+264655.7,58.43855083333332,26.78214305555555,11.4,2.6,20.2,2.7,13.119,0.338,11.891,0.18,12.245,0.0060,,,,,,,11.07,0.022,10.733,0.031,10.686,0.022,AAA,10.612,0.023,10.639,0.021,10.534,0.084,,,0.0,0,0,,
J035345.54+263741.4,58.439743888888884,26.628170555555553,5.8,1.4,-10.5,1.4,9.96,0.026,9.714,0.028,9.67,0.0040,,,,,,,9.037,0.03,8.95,0.028,8.89,0.022,AAA,8.865,0.022,8.906,0.021,8.878,0.029,8.668,0.387,0.0,0,0,,
J035347.11+222046.7,58.44628999999999,22.34629611111111,42.6,1.2,-7.9,1.4,12.093,0.139,11.486,0.117,11.122,0.1,11.542,0.022,10.856,0.029,,,9.976,0.02,9.723,0.022,9.641,0.018,AAA,9.599,0.023,9.631,0.02,9.727,0.045,,,0.0,0,0,,
J035348.19+193438.7,58.45080833333333,19.577418888888886,20.1,1.3,-3.0,1.3,11.399,0.07,10.643,0.055,10.602,0.0070,11.057,0.028,10.544,0.136,,,9.49,0.022,9.186,0.022,9.095,0.018,AAA,9.051,0.023,9.068,0.019,9.005,0.029,,,0.0,0,0,,
J035348.55+285135.8,58.45230861111111,28.85993444444444,4.7,2.8,-2.0,2.9,12.941,0.286,12.321,0.226,11.941,0.0090,12.421,0.0080,11.675,0.0060,,,10.697,0.022,10.426,0.028,10.326,0.026,AAA,10.253,0.023,10.28,0.02,10.195,0.06,9.139,0.54,0.0,0,0,,
J035349.36+262510.9,58.45564694444444,26.41968611111111,56.6,2.0,-53.8,2.1,12.3,0.177,11.57,0.121,11.499,0.0080,,,,,,,10.343,0.023,9.982,0.026,9.946,0.022,AAA,9.925,0.024,9.965,0.02,9.992,0.064,,,0.0,0,0,,
J035349.78+222412.0,58.45743666666666,22.403343888888887,-7.1,1.3,-9.2,1.5,11.891,0.108,11.412,0.109,11.264,0.1,11.76,0.021,10.943,0.024,,,9.945,0.021,9.643,0.022,9.529,0.018,AAA,9.481,0.023,9.525,0.02,9.447,0.039,,,0.0,0,0,,
J035350.31+265345.1,58.459619166666656,26.895861388888886,-1.1,1.1,-8.1,1.1,8.825,0.018,7.597,0.011,,,,,,,,,5.531,0.029,5.063,0.033,4.915,0.016,AAA,4.921,0.073,4.626,0.039,4.928,0.015,4.875,0.034,0.0,0,0,,
J035350.32+254831.3,58.45966249999999,25.80870472222222,6.3,2.2,2.1,2.5,12.509,0.243,11.457,0.124,10.971,0.1,,,,,,,9.31,0.022,8.731,0.028,8.615,0.022,AAA,8.519,0.023,8.637,0.02,8.551,0.027,8.66,0.41,0.0,0,0,,
J035351.02+195357.7,58.46259249999999,19.899361666666664,0.4,2.0,-17.5,2.2,12.923,0.333,11.991,0.21,12.375,0.032,12.81,0.016,12.181,0.025,,,11.198,0.024,10.91,0.02,10.845,0.02,AAA,10.821,0.026,10.823,0.025,11.097,0.151,,,0.0,0,0,,
J035351.04+283724.8,58.462664722222215,28.623549999999998,5.8,3.9,-12.4,3.9,12.881,0.275,12.714,0.279,12.337,0.068,,,,,,,11.276,0.023,11.007,0.03,10.949,0.025,AAA,10.906,0.023,10.928,0.022,11.008,0.129,,,0.0,0,0,,
J035352.26+244817.3,58.46773166666666,24.804801666666663,-3.8,1.6,-9.8,1.9,12.051,0.139,11.707,0.153,11.892,0.018,,,,,,,11.394,0.023,11.347,0.029,11.322,0.021,AAA,11.327,0.023,11.363,0.022,11.823,0.358,,,0.0,0,0,,
J035353.10+202339.4,58.47124749999999,20.394291666666664,-4.1,1.4,-8.8,1.7,12.247,0.182,11.923,0.195,11.398,0.142,11.903,0.014,11.253,0.017,,,10.418,0.022,10.15,0.022,10.056,0.017,AAA,10.031,0.024,10.046,0.022,10.078,0.058,,,0.0,0,0,,
J035353.11+220734.2,58.471307222222215,22.126170555555554,6.9,1.2,-23.9,1.3,11.551,0.075,10.885,0.069,10.823,0.1,,,,,,,9.939,0.021,9.728,0.02,9.668,0.017,AAA,9.63,0.023,9.639,0.021,9.632,0.041,8.894,0.432,0.0,0,0,,
J035354.50+222730.7,58.47709833333332,22.45854083333333,16.5,1.4,6.9,1.6,12.318,0.188,11.415,0.11,11.509,0.1,11.878,0.016,11.26,0.027,,,10.403,0.021,10.113,0.02,10.046,0.015,AAA,10.011,0.022,10.022,0.02,10.17,0.066,,,0.0,0,0,,
J035355.18+261929.9,58.47992138888888,26.324963888888885,-0.3,1.6,-1.6,1.6,11.494,0.071,11.374,0.1,11.274,0.014,,,,,,,10.745,0.023,10.664,0.028,10.635,0.023,AAA,10.601,0.022,10.624,0.021,10.834,0.123,,,0.0,0,0,,
J035355.38+271648.7,58.480732499999995,27.280205277777775,-1.5,1.8,2.3,2.0,12.269,0.165,12.064,0.198,11.669,0.1,,,11.478,0.079,,,10.683,0.023,10.428,0.028,10.387,0.02,AAA,10.345,0.023,10.357,0.021,10.37,0.077,,,0.0,0,0,,
J035355.66+214845.9,58.48193499999999,21.81274333333333,1.3,1.6,-8.7,1.8,13.162,0.343,12.003,0.191,11.922,0.0050,12.302,0.025,11.695,0.043,,,10.816,0.021,10.563,0.02,10.501,0.02,AAA,10.448,0.024,10.474,0.021,10.478,0.075,,,0.0,0,0,,
J035355.72+195358.2,58.48214666666666,19.899499166666665,-16.5,1.9,-20.8,2.1,13.023,0.339,11.765,0.176,11.783,0.028,12.183,0.014,11.655,0.022,,,10.67,0.022,10.383,0.02,10.312,0.017,AAA,10.272,0.024,10.308,0.021,10.256,0.072,,,0.0,0,0,,
J035355.81+223552.9,58.48255638888888,22.598014999999997,28.9,1.2,10.0,1.3,11.495,0.079,11.036,0.082,10.963,0.0010,11.377,0.02,10.717,0.027,,,9.854,0.024,9.548,0.02,9.487,0.017,AAA,9.441,0.023,9.477,0.021,9.523,0.044,,,0.0,0,0,,
J035355.98+255003.2,58.483260277777774,25.834231388888885,9.7,2.2,-15.2,2.4,12.767,0.272,12.294,0.227,11.76,0.1,,,,,,,10.726,0.023,10.46,0.029,10.418,0.022,AAA,10.358,0.023,10.37,0.02,10.509,0.101,,,0.0,0,0,,
J035355.99+271407.2,58.4832911111111,27.235332777777774,-5.2,2.5,0.2,2.8,13.182,0.352,12.306,0.22,12.131,0.1,12.548,0.012,11.947,0.043,,,11.135,0.025,10.868,0.028,10.787,0.021,AAA,10.765,0.024,10.78,0.021,10.87,0.114,,,0.0,0,0,,
J035356.33+215303.4,58.484696111111106,21.884273888888885,14.3,1.5,-3.2,1.5,12.766,0.247,12.135,0.195,11.978,0.1,12.301,0.023,11.784,0.052,,,10.983,0.021,10.771,0.02,10.697,0.018,AAA,10.661,0.023,10.66,0.02,10.509,0.082,,,0.0,0,0,,
J035357.70+284331.8,58.49041083333333,28.72548944444444,2.8,2.7,-7.5,2.7,13.148,0.32,11.544,0.111,10.979,0.1,11.823,0.012,10.553,0.016,,,9.24,0.022,8.66,0.028,8.537,0.024,AAA,8.458,0.023,8.548,0.02,8.464,0.025,8.508,0.322,0.0,0,0,,
J035357.78+204902.2,58.49074055555555,20.81727333333333,-6.9,1.2,-10.3,1.3,11.484,0.075,10.914,0.071,10.772,0.0070,11.115,0.043,10.582,0.02,,,9.778,0.021,9.594,0.022,9.485,0.02,AAA,9.476,0.023,9.46,0.02,9.549,0.046,,,0.0,0,0,,
J035357.83+254750.4,58.490966111111106,25.797324722222218,5.8,3.5,-6.9,3.7,12.658,0.275,12.801,0.312,12.497,0.1,,,,,,,11.31,0.023,11.007,0.028,10.917,0.022,AAA,10.829,0.022,10.884,0.02,11.316,0.201,,,0.0,0,0,,
J035358.00+211900.5,58.49166138888888,21.316800555555552,0.8,0.8,-16.0,0.8,9.953,0.026,9.597,0.023,9.537,0.1,10.082,0.062,9.488,0.0060,,,8.817,0.024,8.718,0.02,8.649,0.017,AAA,8.598,0.023,8.617,0.02,8.641,0.025,8.472,0.291,0.0,0,0,,
J035358.59+263949.6,58.49411166666666,26.663767777777775,4.7,1.7,0.0,1.7,10.745,0.046,10.478,0.049,10.361,0.0080,,,,,,,9.608,0.023,9.487,0.028,9.438,0.023,AAA,9.401,0.023,9.424,0.02,9.414,0.037,,,0.0,0,0,,
J035358.72+242019.3,58.49465138888888,24.338691111111107,16.1,1.2,-10.2,1.3,11.731,0.093,11.062,0.088,11.203,0.1,11.437,0.048,11.114,0.048,,,10.363,0.023,10.184,0.028,10.142,0.022,AAA,10.103,0.023,10.118,0.021,10.184,0.07,,,0.0,0,0,,
J035359.36+205151.7,58.49732694444444,20.864373888888885,-39.2,1.3,-75.0,1.4,11.948,0.113,11.263,0.097,10.757,0.0090,11.462,0.037,10.398,0.023,,,9.292,0.021,8.795,0.026,8.775,0.018,AAA,8.605,0.023,8.646,0.021,8.657,0.026,8.909,0.531,0.0,0,0,,
J035401.53+282155.3,58.50638972222222,28.365359166666664,2.5,2.2,-5.6,2.1,12.404,0.2,12.151,0.21,10.544,0.049,,,10.517,0.021,,,9.829,0.023,9.634,0.03,9.527,0.022,AAA,9.453,0.024,9.468,0.021,9.383,0.038,,,0.0,0,0,,
J035402.03+215642.3,58.50847222222222,21.94507083333333,3.1,1.1,-8.3,1.0,7.084,0.015,7.143,0.01,,,,,,,,,7.193,0.021,7.264,0.029,7.244,0.023,AAA,7.273,0.031,7.328,0.021,7.323,0.016,6.129,0.044,0.0,0,0,,
J035402.12+213441.0,58.50884277777777,21.578063888888884,3.3,1.4,1.6,1.5,12.473,0.199,11.351,0.098,11.043,0.1,11.874,0.039,10.634,0.025,,,9.348,0.021,8.887,0.024,8.71,0.017,AAA,8.633,0.023,8.723,0.021,8.613,0.025,8.135,0.241,0.0,0,0,,
J035402.94+250726.6,58.512251388888885,25.12405944444444,-0.7,1.2,2.8,1.3,11.104,0.056,10.71,0.062,10.597,0.03,,,,,,,9.89,0.02,9.771,0.021,9.699,0.022,AAA,9.657,0.024,9.686,0.021,9.744,0.065,,,0.0,0,0,,
J035404.37+282641.6,58.51821555555555,28.444883888888885,3.7,2.3,3.0,2.4,11.735,0.084,11.47,0.112,11.175,0.057,11.586,0.0060,11.026,0.022,,,10.2,0.022,9.973,0.028,9.92,0.025,AAA,9.859,0.023,9.885,0.02,9.934,0.051,,,0.0,0,0,,
J035406.17+291646.7,58.52569027777777,29.279651388888887,10.6,1.7,-16.4,1.8,12.227,0.177,11.559,0.13,11.095,0.1,11.833,0.036,10.425,0.038,,,9.034,0.021,8.462,0.021,8.319,0.025,AAA,8.214,0.023,8.307,0.019,8.21,0.023,8.92,0.502,0.0,0,0,,
J035406.40+242138.8,58.526661944444434,24.360764166666662,8.7,1.1,-13.0,1.2,11.373,0.075,10.435,0.05,10.035,0.1,10.62,0.031,9.796,0.05,,,8.774,0.021,8.427,0.033,8.366,0.022,AAA,8.32,0.023,8.366,0.02,8.323,0.022,7.982,0.209,0.0,0,0,,
J035407.31+223146.4,58.53046194444444,22.529555,-4.3,1.5,-4.5,1.6,12.798,0.3,11.346,0.105,10.867,0.1,11.647,0.014,10.433,0.035,,,9.213,0.022,8.709,0.024,8.599,0.018,AAA,8.519,0.024,8.584,0.021,8.565,0.027,,,0.0,0,0,,
J035407.51+210806.2,58.531301111111105,21.135056666666664,9.4,1.2,-10.1,1.3,11.752,0.086,11.217,0.087,11.029,0.0020,11.342,0.031,10.857,0.024,,,10.061,0.024,9.822,0.023,9.755,0.017,AAA,9.722,0.022,9.735,0.02,9.857,0.055,,,0.0,0,0,,
J035407.73+202817.5,58.532193055555545,20.471525277777776,-11.8,1.6,-8.4,2.1,13.229,0.39,11.621,0.147,11.499,0.1,11.921,0.048,11.221,0.011,,,10.291,0.022,10.018,0.022,9.913,0.017,AAA,9.878,0.024,9.915,0.02,9.867,0.053,,,0.0,0,0,,
J035408.54+194848.4,58.53558666666666,19.81343472222222,2.7,1.3,-18.6,1.4,11.704,0.088,11.191,0.093,11.006,0.032,11.431,0.017,10.859,0.033,,,9.819,0.024,9.564,0.022,9.482,0.017,AAA,9.436,0.021,9.459,0.02,9.387,0.036,9.051,0.527,0.0,0,0,,
J035408.89+273731.9,58.53704888888888,27.62553333333333,20.5,2.5,-7.1,2.5,12.688,0.259,11.256,0.095,11.0,0.1,11.924,0.02,10.581,0.023,,,9.294,0.019,8.686,0.036,8.58,0.02,AAA,8.495,0.023,8.616,0.019,8.568,0.026,8.412,0.335,0.0,0,0,,
J035410.40+292010.4,58.54332916666666,29.336221111111108,-28.1,2.4,-2.3,2.6,12.764,0.283,11.935,0.205,11.752,0.127,12.169,0.03,11.375,0.033,,,10.373,0.019,10.081,0.023,10.022,0.025,AAA,9.916,0.022,9.942,0.019,9.827,0.05,,,0.0,0,0,,
J035410.72+272212.3,58.5446736111111,27.370076666666662,8.9,1.7,2.0,1.7,10.819,0.046,10.18,0.037,9.919,0.027,,,9.714,0.052,,,8.884,0.023,8.618,0.028,8.519,0.02,AAA,8.499,0.023,8.522,0.02,8.477,0.022,8.18,0.251,0.0,0,0,,
J035411.02+281909.0,58.54592944444444,28.319157777777775,8.1,2.0,4.1,2.0,11.84,0.094,10.848,0.068,10.56,0.052,11.572,0.018,10.108,0.022,,,8.705,0.029,8.078,0.024,7.9,0.018,AAA,7.821,0.023,7.943,0.021,7.843,0.019,7.895,0.19,0.0,0,0,,
J035411.81+201551.1,58.54919055555555,20.264185833333332,22.5,1.2,-12.0,1.2,11.91,0.122,10.91,0.081,10.551,0.1,,,,,,,9.696,0.022,9.423,0.022,9.361,0.018,AAA,9.319,0.023,9.345,0.021,9.271,0.037,,,0.0,0,0,,
J035412.61+214858.7,58.5525386111111,21.81631472222222,3.5,1.2,-4.3,1.2,11.29,0.064,10.314,0.041,9.865,0.0020,10.673,0.06,9.522,0.046,,,8.354,0.024,7.855,0.021,7.739,0.021,AAA,7.645,0.025,7.724,0.02,7.668,0.018,7.412,0.114,0.0,0,0,,
J035412.65+225244.8,58.552698055555545,22.879097777777776,-13.0,1.1,-8.3,1.1,10.28,0.032,9.792,0.029,9.649,0.0040,,,9.512,0.022,,,8.8,0.019,8.64,0.02,8.591,0.018,AAA,8.519,0.024,8.533,0.019,8.507,0.024,8.136,0.219,0.0,0,0,,
J035412.73+214923.3,58.553055555555545,21.82313833333333,5.8,1.6,-5.9,1.8,12.715,0.248,12.85,0.29,12.117,0.0020,12.45,0.033,11.902,0.039,,,11.073,0.021,10.867,0.02,10.794,0.018,AAA,10.747,0.024,10.736,0.021,10.518,0.078,8.892,0.408,0.0,0,0,,
J035412.83+243411.1,58.55346722222222,24.569746944444443,13.0,1.0,-23.4,1.0,10.343,0.034,9.758,0.029,9.529,0.0010,,,9.423,0.042,,,8.635,0.021,8.362,0.023,8.367,0.025,AAA,8.297,0.023,8.337,0.021,8.358,0.024,8.205,0.263,0.0,0,0,,
J035413.79+193515.7,58.55744388888888,19.587707499999997,1.7,1.4,-3.5,1.4,12.066,0.129,11.128,0.081,10.975,0.011,11.525,0.021,10.814,0.055,,,9.722,0.021,9.418,0.022,9.324,0.02,AAA,9.257,0.023,9.287,0.021,9.215,0.033,,,0.0,0,0,,
J035413.86+201750.8,58.557734999999994,20.297446111111107,1.0,1.0,-10.4,1.1,11.18,0.066,10.504,0.054,10.115,0.1,,,,,,,9.301,0.024,9.169,0.022,9.06,0.017,AAA,9.006,0.024,9.01,0.02,8.984,0.032,8.721,0.412,0.0,0,0,,
J035414.41+250851.6,58.5600536111111,25.147680277777773,5.2,1.3,10.8,1.4,11.317,0.069,10.754,0.065,10.488,0.032,,,,,,,9.399,0.02,9.071,0.021,8.992,0.022,AAA,8.948,0.023,8.993,0.021,9.076,0.043,,,0.0,0,0,,
J035414.53+212400.3,58.560555833333325,21.40009,16.9,1.3,-12.8,1.4,11.906,0.099,11.289,0.094,11.13,0.1,11.549,0.027,10.918,0.026,,,10.029,0.021,9.788,0.023,9.703,0.018,AAA,9.648,0.022,9.674,0.02,9.679,0.045,,,0.0,0,0,,
J035414.98+293107.4,58.56240333333333,29.51873333333333,-1.0,2.9,-1.0,2.9,14.281,0.639,11.347,0.117,10.454,0.1,11.897,0.033,9.702,0.039,,,7.875,0.021,7.01,0.026,6.796,0.027,AAA,6.695,0.038,6.806,0.02,6.692,0.016,6.485,0.061,0.0,0,0,,
J035415.10+231113.3,58.56289638888888,23.187033888888887,-14.2,1.1,-3.5,1.1,10.39,0.037,9.873,0.034,9.773,0.1,,,9.605,0.051,,,8.843,0.029,8.645,0.017,8.621,0.018,AAA,8.501,0.023,8.515,0.022,8.483,0.022,7.988,0.199,0.0,0,0,,
J035416.93+223954.7,58.57055416666666,22.6652,0.8,1.3,-8.3,1.5,12.127,0.152,11.424,0.107,11.294,0.0060,11.722,0.014,11.036,0.02,,,10.125,0.022,9.901,0.02,9.805,0.017,AAA,9.731,0.023,9.739,0.022,9.745,0.048,,,0.0,0,0,,
J035417.72+222404.4,58.57383944444444,22.401211666666665,22.5,2.0,-25.9,2.3,13.295,0.373,12.2,0.218,12.074,0.1,12.737,0.024,11.728,0.031,,,10.641,0.021,10.227,0.02,10.152,0.018,AAA,10.081,0.023,10.136,0.02,10.041,0.055,,,0.0,0,0,,
J035418.14+290317.4,58.57559638888888,29.054840277777775,10.4,2.5,-8.0,2.6,12.239,0.168,12.089,0.207,11.942,0.148,12.363,0.032,11.588,0.027,,,10.611,0.022,10.363,0.03,10.237,0.021,AAA,10.185,0.023,10.206,0.022,10.209,0.063,,,0.0,0,0,,
J035419.66+292847.8,58.58192305555555,29.479955277777773,-4.2,2.9,-11.3,3.0,14.584,0.7,11.601,0.14,11.021,0.1,12.164,0.029,10.474,0.029,,,8.896,0.03,8.226,0.042,8.05,0.027,AAA,7.934,0.023,8.062,0.021,7.928,0.02,7.548,0.136,0.0,0,0,,
J035419.74+223531.1,58.58223722222221,22.591976666666664,-1.1,2.5,-2.8,2.7,13.207,0.361,11.398,0.108,10.776,0.0020,12.09,0.017,10.115,0.024,,,8.479,0.026,7.67,0.021,7.453,0.027,AAA,7.343,0.03,7.491,0.022,7.383,0.017,7.206,0.111,0.0,0,0,,
J035420.74+294808.9,58.58642333333333,29.802482499999996,-10.3,2.7,-45.7,2.7,12.493,0.223,11.921,0.194,11.685,0.023,12.25,0.033,11.383,0.04,,,10.324,0.019,10.004,0.027,9.942,0.022,AAA,9.862,0.024,9.902,0.021,10.001,0.057,,,0.0,0,0,,
