DANCe,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,BTmag,e_BTmag,VTmag,e_VTmag,rmag,e_rmag,gmag,e_gmag,imag,e_imag,Y,err_Y,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Pmb,Teff,e_Teff,Lbol,e_Lbol
J033342.56+235053.2,53.42731388888888,23.84811472222222,10.6,0.9,-7.0,0.9,9.745,0.025,9.31,0.024,9.212,0.1,10.139,0.143,9.254,0.023,,,8.557,0.021,8.444,0.027,8.42,0.018,AAA,8.357,0.023,8.398,0.02,8.429,0.024,8.342,0.294,0.0,0,0,,
J033343.69+201803.0,53.43202833333333,20.300829166666663,12.5,1.2,-4.9,1.2,11.757,0.104,11.403,0.13,11.085,0.1,11.683,0.019,11.378,0.621,,,10.073,0.021,9.853,0.022,9.762,0.017,AAA,9.715,0.024,9.748,0.021,9.761,0.048,,,0.0,0,0,,
J033344.34+195600.8,53.43476249999999,19.93355083333333,15.4,1.2,-1.8,1.2,11.106,0.067,10.556,0.061,10.263,0.031,10.757,0.099,10.127,0.029,,,9.203,0.02,8.973,0.02,8.894,0.018,AAA,8.841,0.021,8.859,0.019,8.795,0.028,8.754,0.413,0.0,0,0,,
J033344.65+201005.1,53.436027222222215,20.168085277777774,-18.3,1.4,-22.6,1.4,12.25,0.225,11.705,0.199,11.413,0.1,11.972,0.019,11.708,0.627,,,10.453,0.021,10.184,0.02,10.112,0.018,AAA,10.065,0.024,10.088,0.022,10.043,0.055,8.934,0.49,0.0,0,0,,
J033347.23+225925.3,53.44680944444444,22.990373888888886,5.2,1.3,-9.4,1.4,12.248,0.171,11.302,0.098,10.872,0.1,11.536,0.024,10.541,0.034,,,9.45,0.022,9.118,0.021,9.034,0.02,AAA,8.919,0.024,8.92,0.02,8.859,0.026,8.343,0.243,0.0,0,0,,
J033348.15+232119.2,53.45063749999999,23.35532944444444,-8.7,1.4,-4.4,1.5,12.019,0.146,11.548,0.149,11.512,0.024,12.018,0.073,11.24,0.026,,,10.335,0.023,10.069,0.021,9.992,0.019,AAA,9.901,0.023,9.92,0.02,9.874,0.052,,,0.0,0,0,,
J033349.29+210110.5,53.45538499999999,21.019575277777776,10.2,1.2,-11.7,1.3,12.338,0.192,10.472,0.048,9.659,0.1,11.176,0.049,8.765,0.043,,,6.679,0.029,5.911,0.024,5.627,0.026,AAA,5.517,0.057,5.571,0.027,5.577,0.015,5.408,0.039,0.0,0,0,,
J033349.56+233306.5,53.45651583333333,23.551804166666663,-6.3,1.0,-28.3,1.0,10.252,0.034,9.687,0.029,9.486,0.1,10.359,0.04,9.356,0.026,,,8.541,0.024,8.334,0.018,8.296,0.017,AAA,8.263,0.023,8.289,0.021,8.292,0.022,8.772,0.423,0.0,0,0,,
J033349.63+272231.5,53.45679499999999,27.375413888888886,5.6,1.9,-8.0,2.0,12.393,0.203,11.51,0.119,11.802,0.019,12.251,0.0050,11.599,0.016,,,10.681,0.021,10.39,0.02,10.3,0.018,AAA,10.267,0.023,10.288,0.02,10.549,0.103,,,0.0,0,0,,
J033350.87+220953.5,53.461969999999994,22.164849166666663,37.0,1.4,-44.1,1.5,12.277,0.209,11.189,0.105,10.925,0.02,11.609,0.02,10.706,0.041,,,9.614,0.022,9.2,0.02,9.108,0.018,AAA,9.069,0.022,9.142,0.019,9.113,0.032,,,0.0,0,0,,
J033351.28+192357.4,53.46368694444444,19.39926472222222,-0.4,1.4,-12.8,1.4,12.907,0.304,12.194,0.229,11.914,0.0090,12.372,0.017,11.738,0.031,,,10.743,0.02,10.443,0.02,10.353,0.018,AAA,10.293,0.023,10.334,0.02,10.617,0.105,,,0.0,0,0,,
J033351.45+253132.8,53.46437305555555,25.525777777777776,37.6,2.1,17.7,2.2,12.211,0.173,11.33,0.107,11.037,0.1,11.574,0.031,10.819,0.041,,,9.876,0.021,9.539,0.022,9.451,0.018,AAA,9.42,0.023,9.46,0.02,9.486,0.038,,,0.0,0,0,,
J033352.02+283241.5,53.46674833333333,28.54485444444444,4.2,2.8,-5.9,2.9,12.767,0.264,12.582,0.269,12.141,0.043,,,,,,,11.007,0.022,10.77,0.02,10.682,0.02,AAA,10.641,0.023,10.654,0.02,10.655,0.096,,,0.0,0,0,,
J033352.35+265540.4,53.46811583333333,26.92788,13.1,2.0,-25.2,2.0,11.848,0.097,11.127,0.085,11.172,0.018,11.586,0.012,10.996,0.0070,,,10.059,0.023,9.736,0.022,9.657,0.017,AAA,9.65,0.023,9.673,0.02,9.655,0.044,,,0.0,0,0,,
J033353.25+241435.3,53.47188777777777,24.243128888888887,15.0,1.1,-13.4,1.1,8.475,0.017,8.346,0.014,9.202,0.066,9.82,0.086,8.685,0.047,,,8.108,0.021,8.122,0.024,8.042,0.02,AAA,8.055,0.022,8.09,0.02,7.173,0.015,5.316,0.034,0.0,0,0,,
J033354.21+270949.9,53.47588444444444,27.16386972222222,12.9,2.7,-48.2,2.8,12.767,0.275,12.342,0.235,12.254,0.0010,12.877,0.014,,,,,10.946,0.021,10.529,0.02,10.439,0.017,AAA,10.42,0.024,10.468,0.02,10.402,0.073,,,0.0,0,0,,
J033354.86+243501.1,53.47859999999999,24.58363222222222,5.9,1.9,0.5,1.9,12.895,0.295,11.099,0.087,10.299,0.0,11.447,0.045,9.848,0.032,,,8.326,0.037,7.606,0.023,7.452,0.024,AAA,7.387,0.027,7.492,0.02,7.427,0.019,7.327,0.127,0.0,0,0,,
J033355.38+195300.3,53.480751111111104,19.88341333333333,16.2,1.5,-23.0,1.6,12.361,0.221,11.577,0.145,11.347,0.1,11.833,0.022,11.19,0.028,,,10.227,0.021,9.888,0.022,9.802,0.017,AAA,9.769,0.022,9.803,0.02,9.837,0.053,,,0.0,0,0,,
J033357.29+285349.4,53.48870611111111,28.89705472222222,7.2,2.8,-22.5,2.8,12.952,0.283,12.237,0.215,11.698,0.0060,12.281,0.021,11.402,0.019,,,10.417,0.021,10.029,0.023,9.976,0.02,AAA,9.793,0.021,9.822,0.02,9.957,0.051,,,0.0,0,0,,
J033357.46+221459.8,53.48943499999999,22.249949166666664,6.5,1.7,3.4,1.8,12.268,0.198,11.207,0.103,10.753,0.1,11.739,0.016,10.323,0.034,,,8.906,0.034,8.3,0.026,8.149,0.023,AAA,8.079,0.023,8.167,0.02,8.076,0.021,8.31,0.324,0.0,0,0,,
J033357.80+275724.4,53.490823611111104,27.956775833333328,11.7,2.5,-0.3,2.7,13.269,0.398,11.638,0.146,11.293,0.012,12.213,0.016,10.871,0.02,,,9.49,0.02,8.91,0.033,8.771,0.018,AAA,8.723,0.023,8.816,0.02,8.67,0.025,9.079,0.499,0.0,0,0,,
J033358.61+281429.7,53.49420916666666,28.24157083333333,6.3,2.5,-5.9,2.6,12.327,0.189,11.674,0.144,11.521,0.03,11.987,0.023,11.324,0.0080,,,10.456,0.022,10.167,0.022,10.089,0.017,AAA,10.035,0.024,10.054,0.02,10.0,0.06,,,0.0,0,0,,
J033358.63+252559.9,53.4942861111111,25.433292499999997,16.5,1.6,-4.8,1.7,12.212,0.173,11.659,0.151,11.46,0.029,11.933,0.037,11.286,0.04,,,10.425,0.024,10.129,0.022,10.079,0.017,AAA,10.03,0.023,10.053,0.021,10.029,0.055,,,0.0,0,0,,
J033358.70+241746.5,53.49459777777777,24.29624083333333,-3.1,1.7,-0.6,1.8,11.975,0.132,11.358,0.119,11.773,0.037,12.029,0.058,11.689,0.027,,,10.87,0.021,10.717,0.022,10.67,0.018,AAA,10.615,0.023,10.637,0.021,10.528,0.082,8.474,0.318,0.0,0,0,,
J033358.89+203402.1,53.495369722222215,20.567238611111108,-11.0,1.2,-12.3,1.3,11.31,0.072,10.868,0.075,10.649,0.011,10.932,0.027,10.721,0.435,,,9.835,0.021,9.659,0.02,9.606,0.018,AAA,9.56,0.023,9.597,0.019,9.614,0.043,8.448,0.304,0.0,0,0,,
J033359.24+205315.5,53.49684055555555,20.887626666666662,29.0,1.5,-9.3,1.7,12.785,0.263,11.968,0.187,11.904,0.0060,12.395,0.03,11.875,0.431,,,10.771,0.021,10.454,0.022,10.339,0.017,AAA,10.288,0.024,10.321,0.022,10.325,0.071,,,0.0,0,0,,
J033400.11+263142.7,53.5004636111111,26.52853722222222,-8.3,2.0,-12.6,2.1,11.957,0.119,11.266,0.098,11.028,0.1,11.488,0.019,10.806,0.0060,,,9.904,0.021,9.619,0.022,9.524,0.017,AAA,9.501,0.023,9.54,0.021,9.481,0.038,,,0.0,0,0,,
J033400.21+270346.9,53.50089249999999,27.063028888888887,4.3,2.2,-9.8,2.2,12.782,0.268,11.274,0.098,10.708,0.0080,11.801,0.017,10.296,0.0090,,,8.831,0.027,8.196,0.023,8.042,0.024,AAA,7.967,0.022,8.096,0.02,7.979,0.02,7.877,0.185,0.0,0,0,,
J033401.08+222058.1,53.504482499999995,22.349470555555552,7.6,1.0,-3.6,1.1,11.73,0.097,11.059,0.086,10.696,0.0010,11.221,0.013,10.449,0.036,,,9.459,0.021,9.225,0.022,9.116,0.018,AAA,9.035,0.024,9.043,0.021,9.057,0.029,8.541,0.337,0.0,0,0,,
J033401.73+290538.7,53.50722638888888,29.094087777777773,9.7,2.6,-7.4,2.6,12.327,0.181,11.481,0.113,10.777,0.072,11.743,0.015,10.396,0.027,,,9.038,0.018,8.492,0.024,8.363,0.018,AAA,8.265,0.023,8.336,0.021,8.303,0.025,8.575,0.39,0.0,0,0,,
J033402.08+261516.1,53.508648611111106,26.25447083333333,0.4,2.3,1.4,2.5,12.426,0.218,12.266,0.244,11.572,0.1,11.916,0.017,,,,,10.537,0.021,10.303,0.024,10.211,0.018,AAA,10.161,0.023,10.174,0.021,10.318,0.072,,,0.0,0,0,,
J033402.53+294723.0,53.510548333333325,29.78973444444444,4.9,2.9,-28.3,3.0,12.91,0.32,12.139,0.232,11.667,0.1,12.135,0.043,11.355,0.04,,,10.355,0.021,10.041,0.022,9.956,0.017,AAA,9.913,0.024,9.933,0.021,10.079,0.06,,,0.0,0,0,,
J033402.56+192103.3,53.51066555555555,19.35092583333333,3.0,2.9,-49.2,3.2,13.34,0.4,12.335,0.236,12.538,0.0020,13.129,0.015,12.324,0.063,,,11.196,0.021,10.791,0.02,10.734,0.017,AAA,10.674,0.023,10.703,0.022,10.805,0.119,,,0.0,0,0,,
J033402.69+275658.1,53.51121916666666,27.94945944444444,2.7,2.2,-22.8,2.4,12.288,0.196,12.046,0.21,12.043,0.0050,12.523,0.017,11.802,0.021,,,10.85,0.02,10.547,0.022,10.474,0.02,AAA,10.429,0.023,10.478,0.021,10.347,0.066,8.924,0.42,0.0,0,0,,
J033402.79+185942.1,53.51164138888888,18.995027777777775,-4.8,1.8,-30.7,2.0,12.37,0.197,11.978,0.208,12.376,0.1,12.882,0.014,12.19,0.075,,,11.166,0.02,10.853,0.02,10.757,0.017,AAA,10.719,0.024,10.754,0.02,10.518,0.08,,,0.0,0,0,,
J033402.89+244611.3,53.51205361111111,24.769813888888887,12.9,1.8,-12.3,1.8,12.594,0.232,11.206,0.091,11.136,0.1,11.669,0.046,10.932,0.024,,,9.972,0.021,9.676,0.024,9.608,0.017,AAA,9.564,0.023,9.589,0.021,9.513,0.04,,,0.0,0,0,,
J033402.97+283655.1,53.51237638888888,28.61530222222222,14.9,2.8,-8.0,2.9,13.002,0.296,12.305,0.224,11.79,0.049,12.282,0.03,11.554,0.037,,,10.617,0.021,10.321,0.022,10.261,0.021,AAA,10.189,0.023,10.218,0.02,10.357,0.072,8.673,0.376,0.0,0,0,,
J033403.97+213000.0,53.51653749999999,21.500006666666664,1.5,1.6,-1.9,1.8,13.533,0.47,11.444,0.124,10.982,0.1,12.024,0.036,10.716,0.427,,,9.067,0.021,8.397,0.02,8.26,0.017,AAA,8.18,0.024,8.268,0.021,8.206,0.022,8.146,0.248,0.0,0,0,,
J033404.39+241831.3,53.51830972222221,24.308706111111107,7.0,0.9,-10.9,0.8,9.401,0.023,9.253,0.022,9.565,0.041,10.066,0.068,9.304,0.026,,,8.762,0.026,8.733,0.026,8.678,0.017,AAA,8.683,0.022,8.718,0.02,8.593,0.025,7.726,0.158,0.0,0,0,,
J033404.61+293550.5,53.51922027777777,29.597352499999996,-2.1,2.7,-13.3,2.8,12.654,0.264,11.782,0.191,11.891,0.02,12.265,0.045,11.669,0.041,,,10.752,0.021,10.539,0.022,10.451,0.018,AAA,10.42,0.023,10.426,0.022,10.631,0.116,,,0.0,0,0,,
J033405.22+223314.4,53.52175222222222,22.55400583333333,4.2,2.3,-26.4,2.5,12.753,0.298,11.983,0.203,12.429,0.018,13.107,0.01,12.041,0.029,,,10.874,0.022,10.514,0.02,10.405,0.017,AAA,10.322,0.025,10.322,0.022,10.524,0.09,,,0.0,0,0,,
J033405.44+253318.9,53.52266527777777,25.55525083333333,-7.4,2.1,-6.1,2.1,11.921,0.119,11.162,0.093,11.104,0.029,11.348,0.042,10.984,0.035,,,10.241,0.02,10.076,0.022,10.007,0.018,AAA,10.005,0.023,10.01,0.02,10.033,0.055,,,0.0,0,0,,
J033406.23+274752.5,53.52593888888888,27.797911388888885,26.0,2.4,6.0,2.4,13.56,0.432,11.462,0.114,10.934,0.03,12.001,0.0050,10.472,0.022,,,9.008,0.021,8.349,0.024,8.211,0.022,AAA,8.136,0.023,8.237,0.021,8.151,0.02,7.97,0.191,0.0,0,0,,
J033406.64+264811.0,53.52765416666666,26.80304194444444,10.7,2.0,-33.2,2.1,12.153,0.15,11.558,0.122,11.44,0.1,11.85,0.018,11.231,0.0060,,,10.331,0.02,10.0,0.022,9.933,0.018,AAA,9.903,0.023,9.939,0.021,9.969,0.052,,,0.0,0,0,,
J033407.04+205654.6,53.529328611111104,20.94848722222222,-8.3,2.5,-13.0,2.6,12.969,0.284,12.059,0.199,12.557,0.1,13.016,0.029,12.517,0.423,,,11.388,0.021,11.116,0.023,11.017,0.02,AAA,10.981,0.023,10.993,0.021,11.1,0.139,,,0.0,0,0,,
J033408.18+201923.1,53.53408138888888,20.32307472222222,2.3,2.5,-3.9,2.6,13.904,0.574,11.19,0.105,10.619,0.111,11.932,0.016,10.309,0.443,,,8.512,0.021,7.804,0.027,7.613,0.029,AAA,7.517,0.025,7.673,0.019,7.539,0.019,7.496,0.141,0.0,0,0,,
J033408.75+214344.3,53.5364661111111,21.72897083333333,-2.4,0.8,-9.8,0.8,9.57,0.024,9.227,0.021,9.201,0.1,10.058,0.17,9.216,0.036,,,8.52,0.024,8.438,0.023,8.4,0.017,AAA,8.327,0.023,8.364,0.021,8.35,0.022,8.033,0.226,0.0,0,0,,
J033409.55+212218.6,53.539786388888885,21.371837777777774,2.9,1.1,0.2,1.2,12.018,0.137,10.568,0.054,9.933,0.013,11.019,0.085,9.575,0.031,,,8.136,0.021,7.587,0.023,7.431,0.021,AAA,7.357,0.027,7.464,0.022,7.398,0.017,7.149,0.097,0.0,0,0,,
J033409.73+251112.7,53.54053638888888,25.186866666666663,-2.6,1.7,-1.2,1.7,11.783,0.084,11.037,0.075,10.84,0.1,11.305,0.042,10.723,0.024,,,9.86,0.021,9.62,0.027,9.568,0.022,AAA,9.521,0.023,9.534,0.022,9.61,0.043,,,0.0,0,0,,
J033409.86+243531.6,53.54107249999999,24.592100277777774,16.5,1.1,-8.5,1.1,9.515,0.021,9.024,0.017,9.396,0.088,10.067,0.046,8.848,0.06,,,7.97,0.027,7.773,0.017,7.725,0.021,AAA,7.717,0.025,7.734,0.02,7.756,0.019,7.835,0.199,0.0,0,0,,
J033410.09+263154.4,53.54205916666666,26.531773888888885,10.3,3.3,12.5,3.3,12.081,0.141,12.717,0.293,12.138,0.1,12.698,0.018,11.843,0.0080,,,10.81,0.026,10.346,0.022,10.283,0.02,AAA,10.219,0.023,10.275,0.02,10.273,0.064,,,0.0,0,0,,
J033412.14+265003.3,53.550595833333325,26.834260555555552,0.0,2.0,-6.0,2.1,11.986,0.118,11.915,0.182,11.505,0.0040,11.772,0.017,11.382,0.022,,,10.576,0.02,10.365,0.022,10.309,0.017,AAA,10.275,0.024,10.295,0.022,10.079,0.056,,,0.0,0,0,,
J033412.74+245932.6,53.55306305555555,24.99238444444444,-5.7,1.9,-1.4,2.1,13.023,0.284,11.929,0.175,12.116,0.1,12.491,0.051,11.94,0.02,,,11.064,0.02,10.782,0.025,10.74,0.017,AAA,10.709,0.022,10.738,0.02,11.011,0.15,,,0.0,0,0,,
J033413.08+250735.0,53.55449777777777,25.126394999999995,4.2,1.6,-1.3,1.7,11.618,0.077,11.015,0.077,10.839,0.032,11.269,0.039,10.712,0.032,,,9.845,0.02,9.626,0.027,9.517,0.02,AAA,9.516,0.024,9.524,0.021,9.592,0.046,,,0.0,0,0,,
J033415.21+262526.5,53.563358611111106,26.424035277777776,-2.4,1.7,-4.4,1.7,12.295,0.201,10.545,0.057,9.931,0.063,10.908,0.054,9.547,0.074,,,8.147,0.02,7.593,0.02,7.486,0.023,AAA,7.421,0.028,7.503,0.021,7.441,0.018,7.326,0.119,0.0,0,0,,
J033415.70+213046.7,53.56540833333332,21.512980277777775,12.8,1.5,-16.3,1.7,13.059,0.358,11.494,0.131,11.723,0.1,12.253,0.035,11.727,0.475,,,10.516,0.021,10.227,0.02,10.152,0.017,AAA,10.104,0.024,10.116,0.021,10.204,0.063,,,0.0,0,0,,
J033416.09+264702.1,53.56706222222221,26.783918055555553,18.1,2.2,-27.7,2.2,12.566,0.237,11.626,0.131,11.449,0.1,11.893,0.022,11.202,0.0040,,,10.25,0.021,9.959,0.022,9.877,0.018,AAA,9.853,0.024,9.874,0.021,9.757,0.045,8.776,0.393,0.0,0,0,,
J033416.25+204847.9,53.56772416666666,20.81330833333333,-8.8,1.4,-10.7,1.4,12.635,0.257,11.163,0.092,10.589,0.0070,11.512,0.03,10.37,0.462,,,8.813,0.027,8.228,0.029,8.078,0.021,AAA,8.022,0.022,8.094,0.02,8.019,0.019,7.825,0.173,0.0,0,0,,
J033417.01+260610.4,53.57087305555555,26.10289111111111,8.6,1.8,-14.0,1.8,10.892,0.052,10.474,0.052,10.256,0.1,,,10.135,0.0040,,,9.45,0.02,9.276,0.022,9.202,0.018,AAA,9.176,0.023,9.213,0.019,9.189,0.032,8.263,0.28,0.0,0,0,,
J033417.35+271905.0,53.57227388888888,27.31804583333333,6.1,2.2,-1.2,2.5,12.271,0.181,12.606,0.277,12.341,0.039,12.368,0.018,12.332,0.024,,,11.701,0.024,11.637,0.025,11.554,0.02,AAA,11.535,0.023,11.574,0.022,11.489,0.206,,,0.0,0,0,,
J033417.87+225914.1,53.57446722222222,22.98725583333333,150.7,0.9,-169.0,0.9,9.953,0.026,9.212,0.019,,,,,,,,,7.991,0.026,7.728,0.021,7.662,0.017,AAA,,,,,,,,,0.0,0,0,,
J033419.57+281448.3,53.58152777777777,28.246756388888887,-9.2,3.9,5.0,4.0,13.291,0.377,12.177,0.216,12.027,0.028,12.642,0.021,11.733,0.02,,,10.672,0.024,10.348,0.022,10.244,0.018,AAA,10.207,0.022,10.234,0.019,10.039,0.059,8.228,0.277,0.0,0,0,,
J033420.21+230900.4,53.58419166666666,23.150113888888885,-4.0,1.0,-6.8,1.0,11.152,0.06,9.794,0.029,9.422,0.01,,,,,,,7.931,0.018,7.472,0.026,7.346,0.015,AAA,7.295,0.03,7.338,0.02,7.306,0.017,7.415,0.143,0.0,0,0,,
J033420.33+223137.0,53.58470499999999,22.52693972222222,16.6,0.9,-2.5,0.9,9.622,0.024,9.094,0.019,9.35,0.313,9.868,0.077,8.802,0.053,,,7.981,0.03,7.735,0.023,7.652,0.017,AAA,7.602,0.025,7.643,0.02,7.673,0.02,7.608,0.16,0.0,0,0,,
J033420.92+294356.8,53.58715666666666,29.732457499999995,-2.0,2.3,-3.5,2.3,11.129,0.065,10.972,0.087,10.934,0.1,10.928,0.056,10.891,0.051,,,10.301,0.019,10.176,0.022,10.159,0.018,AAA,10.148,0.023,10.168,0.021,10.161,0.069,,,0.0,0,0,,
J033421.46+280504.7,53.589413333333326,28.084643055555553,24.7,1.7,-61.9,1.7,10.747,0.048,9.718,0.028,9.264,0.0090,10.223,0.117,8.996,0.044,,,7.794,0.021,7.349,0.027,7.247,0.017,AAA,7.231,0.032,7.26,0.02,7.248,0.017,7.002,0.088,0.0,0,0,,
J033421.58+281059.6,53.58989999999999,28.183228611111108,30.4,3.9,-28.9,3.9,13.335,0.375,11.972,0.19,12.189,0.015,12.813,0.018,11.902,0.0090,,,10.843,0.026,10.462,0.022,10.379,0.02,AAA,10.333,0.022,10.38,0.021,10.277,0.068,,,0.0,0,0,,
J033421.60+241014.5,53.58998694444444,24.17068583333333,42.6,1.6,-15.7,1.7,12.41,0.21,11.335,0.106,11.041,0.1,11.783,0.056,10.763,0.018,,,9.58,0.02,9.174,0.022,9.045,0.018,AAA,9.0,0.024,9.055,0.022,9.024,0.031,,,0.0,0,0,,
J033421.81+284609.2,53.590888611111104,28.769228888888886,-0.4,2.8,-0.1,2.8,13.213,0.362,11.824,0.176,12.102,0.017,12.55,0.039,11.792,0.033,,,10.717,0.02,10.531,0.022,10.365,0.018,AAA,10.311,0.023,10.315,0.02,10.201,0.067,,,0.0,0,0,,
J033422.32+240539.0,53.59301388888888,24.094171666666664,37.9,1.2,15.6,1.3,11.566,0.084,10.907,0.074,10.608,0.1,11.163,0.062,10.416,0.02,,,9.463,0.019,9.142,0.022,9.034,0.02,AAA,8.997,0.023,9.042,0.021,9.005,0.029,,,0.0,0,0,,
J033422.41+231739.4,53.59338499999999,23.29426833333333,36.9,1.1,-33.2,1.1,11.568,0.084,10.799,0.068,10.566,0.1,11.019,0.092,10.36,0.017,,,9.489,0.022,9.2,0.017,9.162,0.018,AAA,9.09,0.023,9.13,0.02,9.106,0.031,,,0.0,0,0,,
J033423.30+285418.7,53.59710388888888,28.905187499999997,-0.3,2.4,-15.4,2.4,12.008,0.125,11.212,0.092,10.952,0.0060,11.541,0.013,10.672,0.016,,,9.614,0.021,9.377,0.024,9.263,0.02,AAA,9.186,0.024,9.204,0.019,9.236,0.035,,,0.0,0,0,,
J033423.82+243050.8,53.59923666666666,24.514123611111106,9.6,2.1,-6.8,2.4,12.846,0.303,12.054,0.212,12.118,0.1,12.56,0.051,11.902,0.02,,,10.955,0.02,10.695,0.022,10.596,0.018,AAA,10.571,0.023,10.593,0.021,10.765,0.113,,,0.0,0,0,,
J033424.27+245931.7,53.601141944444436,24.992125555555553,3.9,2.1,-8.8,2.4,12.904,0.275,12.491,0.24,11.851,0.1,12.34,0.047,11.63,0.031,,,10.649,0.021,10.387,0.027,10.25,0.018,AAA,10.249,0.024,10.272,0.02,10.416,0.083,,,0.0,0,0,,
J033424.35+283655.4,53.6014486111111,28.61538444444444,0.9,2.9,0.2,2.9,13.582,0.416,11.786,0.167,11.596,0.054,12.594,0.028,11.136,0.036,,,9.709,0.02,9.062,0.022,8.932,0.02,AAA,8.836,0.024,8.955,0.021,8.895,0.027,,,0.0,0,0,,
J033426.63+242752.2,53.610948611111105,24.464499999999997,6.4,0.8,-25.8,0.7,6.211,0.014,6.085,0.01,,,,,,,,,5.597,0.02,5.566,0.024,5.54,0.017,AAA,5.573,0.059,5.391,0.029,5.595,0.014,5.531,0.037,0.0,0,0,,
J033427.67+194745.0,53.615311666666656,19.795824166666662,-4.7,1.4,-8.9,1.3,8.397,0.019,8.278,0.015,,,,,,,,,7.966,0.021,7.958,0.023,7.928,0.018,AAA,7.949,0.027,7.983,0.026,7.98,0.026,7.563,0.201,0.0,0,0,,
J033427.73+194752.4,53.61554749999999,19.79787972222222,-2.8,1.4,-12.0,1.4,8.265,0.018,8.15,0.015,,,,,,,,,7.837,0.02,7.843,0.021,7.79,0.026,AAA,7.757,0.026,7.767,0.024,7.808,0.023,7.277,0.157,0.0,0,0,,
J033428.84+203207.3,53.620148888888885,20.535363888888885,8.4,1.7,-6.1,1.8,12.82,0.309,10.843,0.078,10.256,0.1,11.328,0.025,9.993,0.477,,,8.348,0.023,7.738,0.017,7.583,0.016,AAA,7.455,0.026,7.553,0.02,7.491,0.017,7.65,0.172,0.0,0,0,,
J033428.92+270621.5,53.62050972222222,27.10597722222222,9.9,2.0,-13.8,2.1,12.003,0.123,11.626,0.134,11.215,0.0070,11.582,0.014,11.091,0.014,,,10.242,0.02,9.998,0.022,9.917,0.02,AAA,9.884,0.022,9.92,0.02,9.882,0.05,,,0.0,0,0,,
J033429.77+213738.9,53.62403777777777,21.62745972222222,11.0,2.0,-21.4,2.2,13.543,0.454,11.898,0.196,12.132,0.025,12.829,0.033,12.139,0.5,,,10.717,0.021,10.319,0.016,10.222,0.019,AAA,10.164,0.023,10.215,0.019,10.368,0.075,,,0.0,0,0,,
J033430.30+224533.9,53.62625277777777,22.759426388888887,15.4,0.8,-15.4,0.8,9.81,0.025,8.373,0.013,,,,,,,,,6.046,0.021,5.5,0.021,5.34,0.023,AAA,5.212,0.068,5.159,0.03,5.289,0.015,5.191,0.033,0.0,0,0,,
J033431.18+293355.0,53.6299236111111,29.565284999999996,9.4,1.8,-9.2,1.8,10.803,0.052,10.314,0.047,10.149,0.017,10.424,0.066,9.979,0.047,,,9.189,0.021,9.0,0.028,8.886,0.018,AAA,8.854,0.023,8.888,0.021,8.955,0.034,,,0.0,0,0,,
J033431.72+264736.9,53.63215999999999,26.793575555555552,5.9,1.5,-16.1,1.5,11.255,0.065,9.417,0.022,9.181,0.198,10.486,0.286,8.286,0.176,,,6.138,0.019,5.372,0.02,5.149,0.023,AAA,5.105,0.076,4.973,0.037,5.125,0.014,4.989,0.028,0.0,0,0,,
J033433.12+274852.7,53.63800138888888,27.81463833333333,13.1,2.2,-15.3,2.4,12.532,0.239,12.24,0.228,12.085,0.014,12.477,0.0050,11.84,0.01,,,10.912,0.02,10.608,0.027,10.549,0.021,AAA,10.495,0.023,10.527,0.021,10.539,0.079,,,0.0,0,0,,
J033433.13+253823.2,53.63804249999999,25.63978305555555,-0.7,1.7,-7.7,1.7,11.438,0.077,10.961,0.08,10.597,0.02,11.086,0.03,10.399,0.048,,,9.517,0.021,9.225,0.022,9.132,0.018,AAA,9.111,0.023,9.162,0.021,9.136,0.033,,,0.0,0,0,,
J033433.47+234941.1,53.639468888888885,23.828086666666664,22.1,1.6,-19.9,1.8,12.523,0.271,11.273,0.116,11.05,0.049,11.714,0.075,10.794,0.024,,,9.716,0.018,9.438,0.019,9.305,0.017,AAA,9.226,0.023,9.23,0.019,9.286,0.036,,,0.0,0,0,,
J033434.01+271446.9,53.64169555555555,27.24636972222222,-0.7,2.4,-4.5,2.6,13.887,0.499,11.88,0.183,12.241,0.1,12.681,0.011,12.041,0.039,,,11.112,0.021,10.856,0.022,10.785,0.02,AAA,10.763,0.023,10.785,0.021,10.771,0.102,,,0.0,0,0,,
J033434.87+235021.7,53.64527638888888,23.839361111111106,23.3,0.9,-19.3,0.9,10.764,0.052,9.349,0.023,9.165,0.05,10.226,0.15,8.371,0.048,,,6.656,0.02,6.062,0.02,5.894,0.016,AAA,5.764,0.059,5.825,0.025,5.837,0.015,5.778,0.047,0.0,0,0,,
J033436.23+203557.3,53.65096166666666,20.599236666666663,37.1,1.5,-51.5,1.5,12.0,0.126,10.951,0.08,10.859,0.0080,11.352,0.039,10.918,0.54,,,9.77,0.022,9.432,0.022,9.368,0.018,AAA,9.3,0.023,9.341,0.021,9.341,0.036,,,0.0,0,0,,
J033437.08+293751.2,53.654509722222215,29.630891388888884,-0.4,2.8,1.6,2.8,13.06,0.363,11.447,0.126,11.018,0.017,12.105,0.034,10.477,0.034,,,8.986,0.027,8.265,0.026,8.112,0.023,AAA,8.012,0.023,8.121,0.022,8.085,0.024,8.992,0.529,0.0,0,0,,
